Id,C1x2FechaEvento,C4x1Posicion,C4x2DemText,DemandaFormateada,C4x3ClasificacionLAOMS,C4x3x1SubclasificacionLAOMS,Clasificación en tesis,Ayotzinapa,Reforma educativa
C-282,04/11/2014,A favor,presentación con vida de 43 estudiantes de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-283,04/11/2014,A favor,presentación con vida de 43 estudiantes de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-284,05/11/2014,A favor,"libertad de los presos políticos, entre ellos el vocero de los opositores a la presa La Parota, Marco Suástegui Muñoz","[a favor] libertad de los presos políticos, entre ellos el vocero de los opositores a la presa la parota, marco suástegui muñoz",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-285,06/11/2014,A favor,Presentación con vida de los 43 estudiantes normalistas de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-285,06/11/2014,En contra,actuación ineficiente de la CNDH en casos como la desaparición forzada de los 43 normalistas.,[en contra] actuación ineficiente de la cndh en casos como la desaparición forzada de los 43 normalistas,3. Demandas a la administración pública,1. Demandas de que la autoridad haga su trabajo,Trabajo de autoridades,0,0
C-286,06/11/2014,A favor,presentación con vida de los 43 normalistas de ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-287,06/11/2014,A favor,Presentación con vida de los normalistas de Ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-288,10/11/2014,A favor,aparición de los 43 normalistas de Ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-289,10/11/2014,A favor,aplicar en sus comunidades el Programa de Mejoramiento a la Vivienda Rural.,[a favor] aplicar en sus comunidades el programa de mejoramiento a la vivienda rural,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-289,10/11/2014,A favor,"aumentos de precios al maíz, ya que el precio internacional  es tan bajo que no cubre siquiera los costos.","[a favor] aumentos de precios al maíz, ya que el precio internacional es tan bajo que no cubre siquiera los costos",3. Demandas a la administración pública,"2. De regulación del mercado del lado de la oferta (locatarios, taxistas…)",Regulación del mercado,0,0
C-290,10/11/2014,A favor,puesta en marcha de un programa integral que permita reducir costos de producción en el campo.,[a favor] puesta en marcha de un programa integral que permita reducir costos de producción en el campo,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-290,10/11/2014,A favor,creación de un organismo público que regule y ordene el mercado agroalimentario en el país.,[a favor] creación de un organismo público que regule y ordene el mercado agroalimentario en el país,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-290,10/11/2014,A favor,"aumentar de 8 mil a 16 mil millones de pesos el presupuesto para apoyar la comercialización de los productos y erradicar los altos niveles de concentración, dominancia y control oligopólico que mantienen unas cuantas empresas en el acopio, comercialización, distribución y venta al menudeo de los alimentos básicos y estratégicos.","[a favor] aumentar de 8 mil a 16 mil millones de pesos el presupuesto para apoyar la comercialización de los productos y erradicar los altos niveles de concentración, dominancia y control oligopólico que mantienen unas cuantas empresas en el acopio, comercialización, distribución y venta al menudeo de los alimentos básicos y estratégicos",3. Demandas a la administración pública,"2. De regulación del mercado del lado de la oferta (locatarios, taxistas…)",Regulación del mercado,0,0
C-290,10/11/2014,A favor,establecimiento de un precio objetivo para los productos agrícolas.,[a favor] establecimiento de un precio objetivo para los productos agrícolas,3. Demandas a la administración pública,"2. De regulación del mercado del lado de la oferta (locatarios, taxistas…)",Regulación del mercado,0,0
C-291,10/11/2014,A favor,"audiencia resolutiva con el secretario Jorge Carlos Ramírez Marín, a fin de definir los mecanismos con los que se atenderá el compromiso hecho con las organizaciones campesinas.","[a favor] audiencia resolutiva con el secretario jorge carlos ramírez marín, a fin de definir los mecanismos con los que se atenderá el compromiso hecho con las organizaciones campesinas",10. Transparencia y negociación,1. Apertura de mesas de negociación,Mesa de negociación,0,0
C-291,10/11/2014,A favor,liberación de recursos acordados para beneficio de miles de familias del campo carentes de vivienda.,[a favor] liberación de recursos acordados para beneficio de miles de familias del campo carentes de vivienda,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-292,11/11/2014,A favor,Renuncie el presidente Enrique Peña Nieto,[a favor] renuncie el presidente enrique peña nieto,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-292,11/11/2014,A favor,La presentación con vida de los 43 alumnos de la Escuela Normal Rural de Ayotzinapa.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-293,14/11/2014,A favor,que se presente con vida a los 43 normalistas de ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-294,14/11/2014,A favor,Juicio político contra el presidente Enrique Peña Nieto.,[a favor] juicio político contra el presidente enrique peña nieto,10. Transparencia y negociación,"5. Reinstalación, remoción o renuncia de funcionarios electos o designados. Desaparición de poderes en las entidades federativas.",Contra funcionarios electos,0,0
C-294,14/11/2014,A favor,Presentación con vida de los normalistas de Ayotzinapa desaparecidos.,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-294,14/11/2014,A favor,"que se aplique todo el peso de la ley a José Luis Abarca, ex alcalde de Iguala, y su esposa, María de los Ángeles Pineda, quienes ya fueron detenidos y acusados de ordenar los ataques a normalistas.","[a favor] que se aplique todo el peso de la ley a josé luis abarca, ex alcalde de iguala, y su esposa, maría de los ángeles pineda, quienes ya fueron detenidos y acusados de ordenar los ataques a normalistas",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 6. Eficiencia y eficacia de las autoridades de impartición de justicia,Impartición de justicia,0,0
C-294,14/11/2014,A favor,"Encarcelamiento del ex gobernador Ángel Aguirre Rivero y el ex secretario de seguridad pública de Iguala, Felipe Flores Velázquez.","[a favor] encarcelamiento del ex gobernador ángel aguirre rivero y el ex secretario de seguridad pública de iguala, felipe flores velázquez",4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-295,19/11/2014,A favor,alto a las prácticas de corrupción y despojo que la empresa realiza en México para abrir nuevas sucursales.,[a favor] alto a las prácticas de corrupción y despojo que la empresa realiza en méxico para abrir nuevas sucursales,10. Transparencia y negociación,2. Rendición de cuentas informativa y explicativa,Rendición de cuentas (informativas),0,0
C-295,19/11/2014,En contra,prácticas antisindicales,[en contra] prácticas antisindicales,5. Laborales,8. Protestas por conflictos intra e intersindicales,Sindicales,0,0
C-296,20/11/2014,A favor,Presentación con vida de los 43 normalistas de Ayotzinapa desaparecidos desde el pasado 26 de septiembre,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-297,22/11/2014,A favor,presentación con vida de los 43 normalistas de Ayotzinapa desaparecidos,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-297,22/11/2014,En contra,"Los feminicidios, constante en todo el país",[en contra] feminicidios,6. Protección de derechos de grupos vulnerables,6. Mujeres,Mujeres,0,0
C-298,25/11/2014,A favor,aparición de los 43 normalistas de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-298,25/11/2014,En contra,"contra de la autopista San Cristóbal-Palenque, entre otros proyectos viales","[en contra] contra de la autopista san cristóbal-palenque, entre otros proyectos viales","8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
C-298,25/11/2014,En contra,violencia,[en contra] violencia,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 7. Eficiencia y eficacia de las autoridades de procuración de justicia,Procuración de justicia,0,0
C-298,25/11/2014,A favor,centros universitarios interculturales,[a favor] centros universitarios interculturales,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),3. Educación,Recursos (educación),0,0
C-298,25/11/2014,A favor,pavimentar   cientos   de   caminos   rurales,[a favor] pavimentar cientos de caminos rurales,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-298,25/11/2014,A favor,terminar los  más de  40 hospitales   y   clínicas   que   “por   corrupción”   quedaron   inconclusos,[a favor] terminar los más de 40 hospitales y clínicas que “por corrupción” quedaron inconclusos,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),4. Salud,Recursos (salud),0,0
C-298,25/11/2014,En contra,alcoholismo,[en contra] alcoholismo,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),4. Salud,Recursos (salud),0,0
C-299,25/11/2014,A favor,aparición de los 43 normalistas de Ayotzinapa,[a favor] presentación con vida de los 43 normalistas de ayotzinapa desaparecidos,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 5. Desapariciones forzadas,Desapariciones forzadas,1,0
C-299,25/11/2014,En contra,"contra de la autopista San Cristóbal-Palenque, entre otros proyectos viales","[en contra] contra de la autopista san cristóbal-palenque, entre otros proyectos viales","8. Defensa del espacio, los recursos y la cultura","1. Del medio ambiente, recursos naturales, biológicos y biodiversidad",Medio ambiente,0,0
